userName;score;at;content;;
Indra Lesmana;1;19/02/2023 19:56;Enak gojek sekarang pinter cari uang nya. Orang kantor mah enak kaya. Yang kaya makin kaya yang miskin . Makin miskin. 1. dapat biaya aplikasi dari costumer/pelangan la kalo pelangan pesan gored. gofood dll. Biaya aplikasi 4 ribu bahkan lebih 2. Potongan driver aja 20% . Bahkan bisa lebih Seandai nya 1 driver berkerja dari pagi sampe malam . Dapat 10 oderanan. 1 oderan potongan 20%. Di kali 10 oderanan. Di kali ribuan driver. Cakep banget keuntungan gojek 3. Potongan 1 menu di resto 20%.;;
Ferdy22 Ferdy;5;19/02/2023 19:56;Aplikasi ini ssangan baguss dan saya suka aplikasiini. Moga moga di balas;;
Siti Nurhasanah;5;19/02/2023 19:52;Alhamdulillah dengan adanya gojek jadi mempermudah saya untuk perjalanan atau pun oder makanan dan keperluan pribadi. Sukses terus untuk gojek dan drivernya.;;
Ina;4;19/02/2023 19:37;Bisa tambahkan layanan pemesanan tiket penerbangan kah?;;
Poless Cibo;5;19/02/2023 19:35;Oke;;
Berkong Darat;5;19/02/2023 19:35;Sangat membantu;;
Septi Rae;1;19/02/2023 19:22;Sekarang lama cari drivernya,pencarian lokasi driver makin jauh.tidak yg terdekat lagi.riwayat driver juga tiap minggu berubah ubah jadi makin sulit cari orderan .;;
Sandi Prayoga;1;19/02/2023 19:19;Sampai ke ujung reda ya;;
Rizka Ayatun;5;19/02/2023 19:19;Bagus;;
Rahman Aman;5;19/02/2023 19:15;mantap;;
Mira Guci;1;19/02/2023 19:14;Makin mahal aja tarif gojek. Lama2 org bakal pindah, karna jauh banget beda tarif nya ama aplikasi sbelah yg jauh lebih murah..;;
Dens “dendi GaMers.TV” Nbf;5;19/02/2023 19:14;Kenapa saya tidak dapat menghubungkan ke jago? Eror terus tolong solusinya;;
Zee Anara;5;19/02/2023 19:11;"Kenapa ya saya mau masukin alamat ke favorit ga mssuk"" padahal udah saya apus""in semua";;
Dhedy Soehardi;5;19/02/2023 19:05;Mantap;;
Nur Hikmah;5;19/02/2023 19:03;Mantap;;
premium fix;5;19/02/2023 19:01;pertahankan pelayanannya, dan bisa lebih baik lagi;;
Agus Permana;1;19/02/2023 18:55;Ongkos nya jadi mahal tapi ke driver nya murah kasian driver potongan jangan gede gede amat pt gojek biar kami pengguna tetap setia ke aplikasi gojek;;
Uripku Bedjo;5;19/02/2023 18:53;bagus pelayanan nya.;;
Bocah Angon;5;19/02/2023 18:50;Ok;;
Aries Agoeng Wibowo;5;19/02/2023 18:46;Bagus;;
Endino Uki;1;19/02/2023 18:35;Kasih satu aj dulu supaya gak besar kepala, sekarang gak ada keuntungannya buat driver, d kasih ongkir doang, gak ada skema/bonus, cashback doang buat apaan.. udh kaya ojek pangkalan;;
Taxat Nova;5;19/02/2023 18:26;Enakk;;
Awal Romadi;5;19/02/2023 18:25;Bagus;;
heri gunawan;1;19/02/2023 18:22;Udah top up tapi gak bisa buat pembayaran di mini market, ini gimana sih;;
Siti Rulhotipah;4;19/02/2023 18:19;Ok;;
sofyan paduengo;5;19/02/2023 18:18;Ok;;
Keyla Putri salsabilla (Keyla);5;19/02/2023 18:03;Pelayanan cpt pesan lwt gofood. Terimakasih.;;
rava ditya;1;19/02/2023 18:03;uang lebih kok gak dikembalikan;;
Sy Raihana;4;19/02/2023 17:55;"Suka pakai gojek disaat cash habis alias pake gopay aja. Tapi sayang banget walaupun udah naik level ""jurangan"" juga masih jarang dikasih diskon gobike. padahal setia banget pake gopay bayarnya. :(";;
Fahmi Dwi putra;5;19/02/2023 17:53;Belum dapat orderan dari pagi hingga sekarang juga masih ada cicilan baju ordernya ya 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏;;
Yevina Grecsella;1;19/02/2023 17:53;Ongkos gofood mahal, belum lagi biaya pengemasan, dll astagaa mau untung banyak caranya gini amat, jadi malas beli, padahal jaraknya deket ongkirnya selangit;;
Defal Jacko;4;19/02/2023 17:39;Harga layanan gofood luar biasa 😂 Berasa ongkir double;;
Pria Tampan76;1;19/02/2023 17:35;Susah Amat Sih ! Saya Mau Pesan Makanan, Dari Tadi Malah Di Persulit, Nggak Bisa'2;;
Dedy Harianto;5;19/02/2023 17:34;Luar biasa;;
Arjuna Ireng;5;19/02/2023 17:31;Bagus;;
Anonymous;5;19/02/2023 17:29;Banyakin lgi promonya;;
Rizqi Adi Saputra_290;1;19/02/2023 17:28;Makin ga jelas...diskon masih mending ga bisa dobel. Ini diskon udah memenuhi syarat malah ga bisa d pilih, harganya ganti dll;;
Diah Pitaloka;5;19/02/2023 17:28;Lumayan bagus;;
Kris Marwan;5;19/02/2023 17:24;Sangat membantu;;
Aris Munandar;1;19/02/2023 17:17;udah ga ada promo ya di go food?;;
Gusna Sardina;4;19/02/2023 17:08;MOHON UNTUK SELALU Konfirmasi ke Custemer,Jika Ada Komfirmasi Pembatan Mohon dikasih Waktu Jangan Langsung Terima Minimal Ada Waktu lah yah.Terimakasih;;
ardik umartopo;2;19/02/2023 17:07;Perlu di update rutenya,rute aplikasi muter tapi rute riil gak muter tapi Bayaran/Ongkos muterrr merugikan konsumen.piye to min......min;;
Niddya KLA;4;19/02/2023 16:59;Sampai saat ini membantu keseharian berangkat kerjaaa ..;;
Andik kusuma;5;19/02/2023 16:41;Ok;;
Disa Malinda;5;19/02/2023 16:33;Tidak baik;;
Mahendraa. Putra wijaya;1;19/02/2023 16:28;pin bermasalah padahal saya Uda bener masukin pin nya;;
Ridho Rizky;5;19/02/2023 16:26;Ok;;
Busrah M said;5;19/02/2023 16:03;Andai saja jangkauan bisa lebih luas untuk di kota Pontianak;;
The Flash Auction;1;19/02/2023 15:59;8mnt sampe di apps, mobil gk dtg2 stgh jam, apps goblookkk. Argo bluebird cuma belasan ribu, charge ke user 30rb, paraaahhh;;
Andi Kusuma;1;19/02/2023 15:56;Udh ngisi saldo 500rb tiba2 gak bisa di pake buat transfer sesama gopay,selesai saldonya habis langsung saya hapus aplikasi nya,menyusahkan;;
Arjun Dirga Channel;5;19/02/2023 15:48;Mantap;;
Barat Geo;1;19/02/2023 15:43;Kenapa akun saya di blok.kenapa kalian ini.;;
Habel Perwira;1;19/02/2023 15:38;Gilak! Biaya jasa aplikasi untuk gofood jadi 8500. Auto uninstall! Tambah tidak jelas gojek sekarang!;;
Muchtar Arif;5;19/02/2023 15:36;Sangat membantu;;
Siti Aminah;2;19/02/2023 15:27;Makin ngeleg mau pesan makanan loding nya lama kali, padhal jaringan bagus loll;;
Asri Nurhayati;5;19/02/2023 15:21;Mantab;;
Armansyah Putra;5;19/02/2023 15:15;Mantap;;
Surahmat Pama;5;19/02/2023 15:14;Mantab;;
sastro marbun;1;19/02/2023 15:12;Top;;
vanio aqila;5;19/02/2023 15:10;Aplikasinya sangat membantu, para drivernya sangat ramah dan pandai memilih jalan. Moga sukses GOJEK..;;
Herman Ruhyat;5;19/02/2023 15:01;Sangat puas, teriakasih;;
rusdi kurniawan;2;19/02/2023 15:00;Tolong di bantu, topup BNI TAPCASH belum masuk tapi saldo Gopay sdh terpotong. sdh update di ATM BNI tetap belum masuk;;
Dinda Rahayu;5;19/02/2023 14:56;Ok;;
Akok Salim;5;19/02/2023 14:43;Muantapsssssss;;
Jonah lindu Asmara Tungga;5;19/02/2023 14:42;mwantab betulll terjang hempas semua nya hujan hanyalah kata kata karena ada gojek saya sendiri dapat menerjang semua rintangan dari ular masuk rumah, kulkas lupa terbawa, juga beli nasi goreng spesial bwehhhh swedap betull makasih gojek telah memberikan kontribusi terhadap kemajuan teknologi di Indonesia terutama transportasi.;;
Risma aryani;1;19/02/2023 14:39;Ada promo tapi ada biaya layanan , sama aja bohong ! Pantes semua keluarga saya pindah aplikasi :( !!!;;
Smith cuplies;5;19/02/2023 14:36;bagus;;
Jamaika Jemi;5;19/02/2023 14:32;Ok;;
Herry Gunawan;1;19/02/2023 14:29;Payah dah mw seminggu mw narik tunai ga bisa terus;;
Hasan TMA;1;19/02/2023 14:22;Mau belanja di tokopedia pakai gopay nggak bisa verifikasi loading doang;;
Riki;5;19/02/2023 14:21;Ok;;
Maswing Channel;4;19/02/2023 14:09;Baik;;
Achmad Tamen;5;19/02/2023 14:01;Apik;;
Hudali Ahan;5;19/02/2023 14:00;Sangat baik;;
Ful Cr;1;19/02/2023 13:55;Ribet masuk pake nomer tidak bisa;;
MARTABAK DAMDAM;5;19/02/2023 13:43;Mantabbb Langganan;;
Nasib Sukadartono657;1;19/02/2023 13:26;Selamat siang mohon petunjuk untuk dapat orderan on jam 6 pagi s/ d jam 10 mlm bisa hanya dapat 3 , atau 4 trim saldo ada y minimal ya 10s/,d 15 biar untuk ekonomi keluarga mendekati cukup;;
Ragah Athallah;5;19/02/2023 13:24;Kualitas atitude drivers juga ditingkatkan min;;
Meysa Sari;5;19/02/2023 13:21;Mantapp;;
David Aulia H;5;19/02/2023 13:18;Mntepppppp;;
Yuda Kurniawan;5;19/02/2023 13:04;Mantap kali;;
Kuslan Buchari;5;19/02/2023 12:56;Sangat membantu;;
Jaka Yoga;5;19/02/2023 12:51;Sejauh ini baik baik Saja;;
M Rifaldi;5;19/02/2023 12:50;aplikasi yang sangat memudahkan kita.;;
elsyavina DS;1;19/02/2023 12:45;Sekarang serba mahal. Biaya aplikasi sampe 4000. TopUp gopay jg masih biaya admin lagi. Trus ngasih vouchernya jg freak bgt. Masa dapat potongan ongkir kalo pake paylater. Gila banget sih org mau makan/ngojek dipaksa ngutang. Visi yg dulu memudahkan sekarang sudah jauh berbeda. Kecewa.;;
John Panji;1;19/02/2023 12:42;lemot amat, mau mindahin saldo juga lamanya minta ampun;;
Janda Bohay;5;19/02/2023 12:39;Ok;;
Muhammad Syarifuddin;1;19/02/2023 12:36;Tarik tunai gak bisa terus anehh;;
moh sudarsono;5;19/02/2023 12:33;Responsif;;
Holy Imanuel;5;19/02/2023 12:31;Driver bisa diajak berbicara selama perjalanan;;
Siapa Nama;1;19/02/2023 12:29;Tidak ada kalender buat pemesanan Dan kapasitas orangnya kurang... Harusnya nambahin lagi dong min kapasitas penumpang lebih dan barangnya...;;
Muta'Alidin;1;19/02/2023 12:25;Ga bisa transfer sesama gopay, tolong di perbaiki ya min🙏😁;;
agung anggoro;1;19/02/2023 12:25;Masa saya kena hack akun, saya yg menanggung beban, saya blom dapat duit tapi diakun - 350rb, karena akun saya ke hack, masa sekelas gojek kena hack, apakah ini permainan IT dalam kantor, saya sudah ke kantor kena suspend, padahal saya tidak tau menau tentang akun, saya tidak pernah kasih otp kemanapun, tapi bisa bisanya orng lain masuk ke akun saya, coba di cek satu2 ITnya ada yg bermain pasti. Kalau terus begini percuma tuh kwrjaan IT gojek.;;
jaka katmanto;5;19/02/2023 12:18;Baik bagus;;
Agus Susanto;5;19/02/2023 12:12;Ok;;
Rayhan Suwandi;1;19/02/2023 12:07;Kenapa akhir akhir ini susah banget bayar tagihan gopaylater.... Sedangkan nanti kalau telat bayar tagihan bunganya gak main² Rp 2000 . Luar biasa banget;;
Mohamad Hata;5;19/02/2023 12:05;Bagus tp mahal hehe;;
Erlina Pakpahan;5;19/02/2023 12:05;Cukup mudah dan sangat membantu;;
Rina Henrina;5;19/02/2023 11:52;Pelayanan ramah dan Masalah ketepatan Waktu.. itu aja yg Urgen. Ok? Thank U Gojek 🙏🙏;;
Doma Di;5;19/02/2023 11:49;okeee;;
Pur Wanto;1;19/02/2023 11:46;Aneh sekali udah didownload berkali kali kok gabisa diinstal🤦;;
Dedi TV lumajang;1;19/02/2023 11:40;Sangat buruk dan kacau Semenjak di pegang yang baru Saya order setiap hari sulit dapat driver.. Mending pakai INDRIVER aja..lebih cepat dapat drivernya;;
Pengguna Google;5;19/02/2023 11:36;Sekarang semakin kurang menarik pilihan harta karun yg tersedia.;;
Intan Pebriani;1;19/02/2023 11:36;Kok ga bisa login ya padahal WiFi lancar lancar aja mofon di perbaiki aplikasi nya ya maaf ku kasih bintang 1;;
PANTHER GAMING;1;19/02/2023 11:28;tolong ini gopay saya tidak bisa di akses, padahal pin sudah benar tolong di perbaiki lagi saya kasih bintang 1 dulu kalo gopay saya sudah bisa memasukan pin yg benar saya kasih bintang5;;
Ika Eka Ika Eka;5;19/02/2023 11:16;Ok;;
Acep Nurdin 007 007;5;19/02/2023 11:13;Sangat membantu dalam teransportasi;;
Agung Mustofa;1;19/02/2023 11:11;Kok gua mau mesen gofud gak bisa;;
Adolf Wilz;5;19/02/2023 11:05;Ok;;
Gajah Wantoro;5;19/02/2023 11:01;Bagus;;
Raf fiq;5;19/02/2023 10:59;Ok;;
Akbar Akbarfajar;1;19/02/2023 10:49;kok orderan driver sekarang mahal? klo gini pindah kesebelah juga, kita yg pasti butuh fast resp anjg;;
Ngemil kuy;5;19/02/2023 10:47;Pelayanan terbaik dari gojek mantab,kemana aja jadi gampang 🙏👍;;
Siti Rohimah;5;19/02/2023 10:40;Aku no;;
Golda maria;4;19/02/2023 10:29;Tanggap dan cepat;;
adi sumanto;5;19/02/2023 10:23;GOJEK, TOLONG kalau kasih driver jangan jauh2 ya...lama nunggunya!!! Mana ga dikasih potongan apa gemanaa gitu;;
Agung Gumilar;1;19/02/2023 10:14;Penipu udah daftar jago 100 ribu nya enggak ada;;
Yamin Mhd;1;19/02/2023 10:12;Jangan jadi CEO gojek Mitra driver itu hanya jadi sapi perahan oleh kementerian pendidikan urusan menteri kependidikan aja semua di otak-atik kebijakan yang yang tidak menguntungkan bagi moral dan dan mental karakter pendidikan yang arahnya jadi buruh;;
Rifqi Fauzan;1;19/02/2023 09:42;Pakai nya pas lagi promosi ya, kalo harga normal lagi kembali ke Indrive. Jadilah CS pintar.;;
Asmadi Doank;5;19/02/2023 09:30;bagus;;
jhohan ari silaen;5;19/02/2023 09:19;Mantap;;
Udin Kewer;5;19/02/2023 09:12;Dengan apk ini saya bisa top up ep ep gratis tapi dm ny g masuk;;
nugroho juni04;5;19/02/2023 09:11;Banyak promonya;;
Yani Yan;4;19/02/2023 09:11;Banyak jumlah penanganannya;;
Sunraes;5;19/02/2023 09:04;"bagus banget,biasanya penjemputan/pengantaran cepet bangett sejauh ini juga pak gojek nya ramah""dan baik"", dijamin safety deh👍👍👍👍👌";;
Riyan Gunawan;4;19/02/2023 09:02;Maaf ini gopay paylater cicil kapan lagi ya bisa di gunakan?? Mohon konfirmasi nya...;;
Dalia Fuspita;1;19/02/2023 08:46;DALIA Puspita;;
Rayhan Maulana;1;19/02/2023 08:42;Ka masa saya kirim ke temen saya 30k tapi di temen saya kok gak masuk siii gimana nih rugi dong 30k berarti gimana min;;
Ronny Catur Prabowo;2;19/02/2023 08:41;Terlalu banyak biaya.. biaya aplikasi biaya dll.. padahal sudah naik harganya dr harga diwarung padahal ada ongkir;;
Arganta Yuda;5;19/02/2023 08:36;Terima kasih bang ADN PRODUCTION untuk minta add-on sinyal mekanik;;
Vino Melsen;1;19/02/2023 08:33;Lemot + berat mau order juga sulit;;
Rajendra Faiz;5;19/02/2023 08:24;Mantap;;
Zindan Agus;1;19/02/2023 08:19;Ongkirnya makin mahal,,banyak biaya layanan yg gak jelas,, Akhirnya saya jadi males pake jasa gojek;;
DIMAS _1027;1;19/02/2023 08:10;kecewa, permohonan pemulihan akun saya dari tanggal 12 sampai sekarang tidak ada kejelasan sama sekali,payah sekali lelet;;
Ima Rochmah;4;19/02/2023 08:08;Sejauh ini sangat membantu, lebih senng lagi kalau banyak promonya;;
Slamet Irwanto;5;19/02/2023 07:52;Apalikasi sangat bagus Dan sangat berterimakasih;;
Putri Yani Hermawan;1;19/02/2023 07:51;Lu ngapain collab sma bts dih najiss!! :v;;
Kwata Kwata;1;19/02/2023 07:51;Ini kenapa yah saat saya ingin mengganti pin kode otp tidak terkirim kirim di SMS?;;
Novi Oktaviani;5;19/02/2023 07:46;Ucapkan thanks nya....;;
Nurhalimah N;5;19/02/2023 07:33;Sangat membantu dan memudahkan;;
fransiska michella;1;19/02/2023 07:24;Top up ngga bisa pakai M-banking, ribet harus ke indomaret tolong yaa Apalagi kalau lagi buru buru Ngga bisa juga buat bayar tije, adanya tiket buat kereta aja;;
Sari Indryani;5;19/02/2023 07:10;Bagus;;
Ben Tambunan;5;19/02/2023 06:58;Kereeen;;
Oyib Lia;1;19/02/2023 06:49;Karnaa gangu sayah main game;;
Qohf;1;19/02/2023 06:39;driver nya lama;;
Garuda Sakti;5;19/02/2023 06:08;Oke jek Mantab 😀;;
Malik Ibrahim;2;19/02/2023 05:43;Saya mau daftar baru masukkan email katanya sudah terdaftar. Gimana solusinya?;;
Tetep Taofiq;4;19/02/2023 05:16;Knp STLH d update gopay pinjam gbisa di buka? Mohon info nya;;
Nur Asiyah;5;19/02/2023 04:32;Aplikasi Bermanfaat;;
Atmaja Baelah;5;19/02/2023 02:35;Ok appnya bagus;;
Alvian Reno;5;19/02/2023 02:27;Mantap;;
Shearly Ayu Wulandari;5;19/02/2023 02:24;Mantul....;;
adam maulana Rachman;1;19/02/2023 02:07;Tolong bantuan nya admin. Pada hari jumat saya melakukan top up tapcash. Tapi sampai sekarang belum juga masuk ke kartu tap cash saya, mohon bantuannya untuk kendala yang saya alami. Terimakasih.;;
Bayu Dwi pradana;1;19/02/2023 01:58;Mohon dibantu dong gopay coin saya tidak bisa digunakan.;;
edy rianto;5;19/02/2023 01:46;Terima kasih;;
Yumna shafa;5;19/02/2023 01:41;keren jujur drivernya juga bae bae;;
Yusuf Tantori;1;19/02/2023 01:38;Apk makin buruk, ga merugikan tapi akun gojek di blokir;;
adya wisnu;1;19/02/2023 01:32;Makin jelek, apa2 pake bot. Komplen cs ga bisa di telpon, pake bot juga;;
Hidayatun Aula;1;19/02/2023 01:28;Tidak bisa pesenin gojek untk kwan yg di luar provinsi;;
Wiwin Subrata;1;19/02/2023 01:18;Tolong balikin saldo saya senilay 57000 saya salah transfer ke rekening dada bukan rekening gopay;;
Aqilla Qilla;4;19/02/2023 01:18;Ini bagus tpi belum perfect jadi saya kasih 4 dulu ya;;
Febriyan malona;5;19/02/2023 01:07;Cakep;;
kang kizan;5;19/02/2023 00:59;No hp saya hilang sy ganti baru tp kq enggak dpt SMS ke no yg baru;;
Asololey Exchange;1;19/02/2023 00:30;tranfer ke bank kog suruh nunggu 2-3hari.. lah ini uangnya dikirim via J&T atau pos indonesia?;;
Toni Fainturi;5;19/02/2023 00:26;Terima kasih gojek q;;
Kadek Puji;5;19/02/2023 00:24;Sangat membatu;;
ADIT RIPER;1;18/02/2023 23:37;mohon di perbaiki nomor gopay saya tidak dapat di ganti padahal saya udah gantinomor;;
Timur Saebani;4;18/02/2023 23:17;Bisa lancar dan aman;;
Got Porn;1;18/02/2023 23:05;Tau lah bang drivernya pada gak niat narik;;
Rendy Mulyadi;4;18/02/2023 22:57;Bagus nyaman aman propesional;;
Zaky Arif;5;18/02/2023 22:56;Sangat membatu sekali;;
Andika Zuliyanto;5;18/02/2023 22:33;Ok terimakasih.;;
Muhtar arifin Muhtar;5;18/02/2023 22:28;Kami kasih bintang full dgn aplikasi ini kami gampang;;
YXosafat;1;18/02/2023 22:23;Dari tadi mesen gojek gk dpt dpt, ad dpt tpi malah tambah jauh ternyata pulang ad yang mogok;;
ONEDA XYZ;5;18/02/2023 22:18;keren;;
Raden Medy;5;18/02/2023 22:17;Tepat waktu dan ramah;;
Engkong Badrun;5;18/02/2023 22:07;Semoga membantu sya;;
Aryo Taryoto;4;18/02/2023 21:56;Gopaylater Admin Nya Terlalu Mahal,Limitnya Juga. Aplikasi Sebelah Cuma 1rb;;
werkudoro chanel;5;18/02/2023 21:45;Mantab;;
Yuliani Tirta;5;18/02/2023 21:39;Mantap;;
Dwi Tetrapak;1;18/02/2023 21:35;Akun saya tidak bisa login;;
Nessa Cahya Adriansyah 30;5;18/02/2023 21:29;oke deh;;
Endang Wijaya;5;18/02/2023 21:23;Terima kasih, pesanan cepat diantar.;;
Melinda Linda;5;18/02/2023 21:22;Aplikasi sangat bagus, mudah & tidak ribet;;
firman syah;5;18/02/2023 21:21;Bagus;;
Polky;5;18/02/2023 21:21;Lancar;;
Bahrudin SE MPd;5;18/02/2023 21:16;Semoga para driver selalu sehat dan perusahaan menjaga kredibilitas.;;
Nova Sekar Mayang Sari;1;18/02/2023 21:15;Sorry, saya mau komplain tentang sistem pemesanan transportasinya, kira2 saya bisa kirim komplain nya kemana ya?;;
XXDITO gaming;5;18/02/2023 21:11;Muantappppp;;
Dhika maulana Rasyid;5;18/02/2023 21:08;Mantap;;
Abu Dabi;5;18/02/2023 21:04;Butuh ayang tolong di tambahi lagi goayang dong min😭;;
Johan Todingrante;4;18/02/2023 21:00;Gojek sangat efisien utk di gunakan setiap saat utk menbantu masyarakat dalam berbelanja maupun utk bepergian;;
Nur Jaya;1;18/02/2023 20:59;Sy melakukan tarik tunai via ATM BCA , tapi sy tidak menerima kode penarikan nya, sampai sekarang status masih pending , bisa tolong di bantu min;;
Miran Harianto;5;18/02/2023 20:57;Mantap;;
Muhammad Reyhan Aljabar (Muh Reyhan Al);1;18/02/2023 20:56;Sekarang harta karun dari GoClub makin berkurang, dulu dapet diskon GoFood 30k setelah itu jadi 24k, lalu 14k, dan sekarang 12k, dan yang terpenting, kenapa min pembelanjaan harus 100k? Sudah sekarang diskonnya tidak bisa di gabung dengan diskon lainnya, diskon bisa tiba-tiba hilang, padahal belum digunakan, dan dihistory GoClub juga tidak hangus. Tidak sebanding dengan biaya yang untuk menaikkan exp agar dapat harta karun. Intinya, kalau memang tidak mau mempermudah, tolong jangan mempersulit.;;
Salim Alim;4;18/02/2023 20:53;Blom pernah transaksi dg gojek;;
Hadira Negeri Purnawan;1;18/02/2023 20:52;Maaf kak saya kecewa banget sama gojek,saya ada kendala tidak bisa tarik tunai nggak tau apa sebabnyaa, padahal udah gopay pluss dan saldo aman aman aja,katanya gangguan gangguan tapi lama bangettt sampekk 2 Minggu,apalagi pas saya butuh butuhnya nggak bisa tarik tunai lagii, semoga cepet di perbaiki ya;;
Arief Awaludin;5;18/02/2023 20:50;Mantap;;
Rendra Trilaksanaputra;5;18/02/2023 20:49;Lebih banyakin promonya, ig @reyntlp;;
Nur Agusponi;5;18/02/2023 20:48;Mantab sangat membantu sekali;;
Daffa & nafa studios;5;18/02/2023 20:40;Memudahkan dikala lapar dan males kemana mana;;
Ari Kuswanto;1;18/02/2023 20:28;Lag pada aplikasi saat pemesanan dan tidak bisa mesan padahal masukan pin bener berulang kali dan log out sendiri;;
Manda Khoerunnisa;5;18/02/2023 20:21;Dikit dulu ya;;
Sharul Arul;5;18/02/2023 20:11;Mantap;;
Dk Suprapto;5;18/02/2023 20:07;layanan sangat membantu kebutuhan;;
Fatchiya Anna;5;18/02/2023 20:06;sipp oke banget;;
khoerul permana;2;18/02/2023 19:59;Proses pelaporan / komplain gofood ribet;;
Raisa Nur;5;18/02/2023 19:54;Bgus dgn ada nya gojek sangat mempermudah ongkos nya murah jg;;
Sukran Ramdani;5;18/02/2023 19:53;Kk/bg bisa rekomendasi utk meng update aplikasi gojek ini utk tersedia QR semuanya agar mudah utk pembayaran ke shope dll🙏🏻;;
ZsaZsa Nabila;5;18/02/2023 19:51;aplikasinya sangat membantu;;
Mus Takim;1;18/02/2023 19:50;Makin ke sini makin parah ini gopay ketauwan dari dulu juga pake no ini buat transfer ke bank aja susah;;
Andrie White 2;1;18/02/2023 19:44;Males ongkir nya mahal GK kaya dulu,, mesen disebrang rumah aja ongkir sampe 20rb,, harga makannya juga mahal, baru 2 mnt udah berubah lagi ongkir nya kacau aplikasi uninstal aja lah;;
